	fc	p
PIR	0.537138113	0.53
BMX	-0.350963921	0.25
ACE2	3.303938278	0.1
TMEM27	-0.874931357	0.24
CA5BP1	0.277586697	0.56
CA5B	-0.759560424	0.33
ZRSR2	0.332374996	0.46
AP1S2	3.208986133	0.96
GRPR	-3.267683323	0.54
RP11-759L5.2	-3.828402175	0.83
CTPS2	0.790043565	0.1
SYAP1	1.782934745	0.13
TXLNG	1.156103988	0.79
RBBP7	2.661614302	0.16
REPS2	-0.908499206	0.88
NHS	-1.359358098	0.06
RP1-60N8.1	-2.59684965	0.39
SCML1	0.765759657	0.31
RAI2	1.434153258	0.42
RP1-272E8.2	-6.64385619	0.81
LINC01456	-6.64385619	0.65
BEND2	-5.441509869	0.67
SCML2	-2.149929468	0.68
CDKL5	1.154112636	0.81
GJA6P	-0.628341088	0.21
PPEF1	-5.201607793	0.97
PHKA2-AS1	-1.8916444	0.03
PHKA2	1.761795307	0.05
ADGRG2	-3.620683533	0.91
PDHA1	5.204935468	0.31
SH3KBP1	1.597738094	0.8
CXorf23	1.190378381	0.56
MAP7D2	-2.898762605	0.68
MIR23C	-6.64385619	0.44
EIF1AX	2.293563772	0.02
snoU2-30	-6.64385619	0.16
snoU2_19	0.602496823	0.41
RPS6KA3	2.487605491	0.81
CNKSR2	-3.283612587	0.88
KLHL34	0.286474704	0.14
SMPX	7.116629533	0.53
MBTPS2	0.670390301	0.34
YY2	-1.755598749	0.47
SMS	2.692059345	0.53
PHEX	-6.64385619	0.08
FAM3C2	-2.417413718	0.42
PTCHD1	-4.559628712	0.98
PRDX4	2.131893792	0.3
ACOT9	3.280788328	0.17
SAT1	4.22156451	0.44
APOO	2.568788798	0.26
CXorf58	-4.596241997	1
KLHL15	1.350245726	0.25
EIF2S3	3.580811447	0.42
ZFX	2.200571814	0.9
PDK3	1.443001424	0.31
GS1-358P8.4	1.47314189	0.39
PCYT1B	-5.583037584	0.14
POLA1	1.285817739	0.62
SCARNA23	-1.07672075	0.62
EEF1B2P3	1.101452104	0.35
RP11-298C3.2	-1.695808646	0.07
RP11-268G12.3	-6.64385619	0.7
RP11-268G12.1	-6.64385619	0.94
IL1RAPL1	0.4937867	0.64
SNORD74	2.373358226	0.64
RP1-146A15.1	-0.602198652	0.5
CXorf21	-2.53429104	0.98
FTLP2	-6.64385619	0.08
GK	0.239852553	0.14
GK-IT1	-2.626165766	0.39
RP11-242C19.2	0.11576979	0.47
TAB3	1.002566001	0.11
DMD	5.548526074	0.14
TBCAP1	-1.399679459	0.56
TMEM47	3.479876911	0.01
PRRG1	1.12255771	0.98
LANCL3	-3.638360638	0.33
XK	1.481000305	0.02
CYBB	0.500814545	0.48
DYNLT3	1.946445082	0.6
AL121578.2	-3.396277758	0.51
SYTL5	-2.157893639	0.32
SRPX	3.198492714	0.94
RP13-43E11.1	-2.36419932	0.46
RPGR	0.201989817	0.54
SNORA31	1.220655738	0.01
OTC	-6.64385619	0.23
TSPAN7	0.452060669	0.14
MID1IP1	0.749760449	0.2
RN7SL732P	-0.705248546	0.63
GAPDHP1	0.412225804	0.03
BCOR	2.027663364	0.58
RP11-320G24.1	-4.360662263	0.34
ATP6AP2	1.34165666	0.4
CXorf38	0.174041828	0.35
MED14	2.027737884	0.23
MED14OS	-3.69829673	0.19
MKRN4P	-6.64385619	0.66
SDCBPP3	-6.64385619	0.36
USP9X	3.797314803	0.92
RP13-13A3.1	-2.022450998	1
DDX3X	3.880538496	0.55
CASK	0.30599508	0.86
RP11-204C16.4	-3.440864303	0.3
GPR34	-1.06069503	0.38
GPR82	-6.64385619	0.65
RNU6-202P	-0.647296046	0.02
MAOA	4.084970961	0.98
MAOB	4.734362439	0.97
NDP	-2.819484836	0.95
RP6-218J18.2	-4.382454407	0.7
EFHC2	0.750521555	0.15
RRM2P3	-1.892241756	0.22
FUNDC1	2.500685856	0.15
KDM6A	1.914877978	0.88
CXorf36	1.901480537	0.34
LINC01204	-6.64385619	0.74
MIR222HG	-0.647806046	0.02
RP6-99M1.3	-1.098278981	0.03
LINC01186	-0.188665197	0.72
GAPDHP65	-6.64385619	0.72
KRBOX4	0.148357963	0
ZNF674	-0.638850131	0.05
ZNF674-AS1	-0.561082518	0.24
CHST7	1.100981526	0.3
SLC9A7	-1.631720108	0.96
RP2	0.013612137	0.56
LINC01545	-0.124576283	0.72
JADE3	0.314078323	0.21
RGN	2.361700446	0.7
RNU6-1189P	2.346189792	0.77
RNU12-2P	-6.64385619	0.27
NDUFB11	4.291476868	0.43
RBM10	2.207155014	0.28
UBA1	3.563148055	0.76
INE1	-0.145872951	0.26
CDK16	2.707041183	0.15
USP11	2.765589632	0.58
ZNF157	-4.794724193	0.4
ZNF41	2.387137508	0.05
LINC01560	-0.357673444	0.71
ARAF	2.45645759	0.01
SYN1	-1.373222859	0.5
TIMP1	3.403420268	0.18
CFP	-3.114304271	0.78
ELK1	1.349963761	0.79
UXT	3.037918225	0.15
UXT-AS1	-2.588975543	0.73
RP3-393P12.1	-4.262488154	0.22
WASF4P	-2.543417038	0.03
ZNF81	0.895933938	0
ZNF182	0.591668381	0.57
ZNF630	0.540356525	0.11
SLC38A5	-3.833963326	0.41
FTSJ1	0.792954476	0.88
PORCN	0.32415202	0.17
EBP	1.874437675	0.77
TBC1D25	0.821540178	0.78
RBM3	3.650607134	0.65
RP11-1148L6.8	-1.766488823	0.72
WDR13	1.996168332	0.03
WAS	-1.924692499	0.17
SUV39H1	-0.650673153	0.73
AC115617.2	-0.673672494	0.58
HDAC6	0.907560367	0.86
TIMM17B	2.095063535	0.76
PQBP1	1.793184877	0.72
SLC35A2	-0.542375414	0.37
PIM2	-1.092665188	0.29
OTUD5	1.829484228	0.2
KCND1	-4.012772933	0.25
GRIPAP1	1.033713367	0.16
TFE3	0.976776043	0.02
CCDC120	-2.472507309	0.2
PRAF2	-0.577047831	0.69
WDR45	1.256565628	0.53
GPKOW	1.946526462	0.46
AC231657.1	-2.00335458	0.86
MAGIX	-3.431326863	0.26
PLP2	2.962265724	0.03
PRICKLE3	-0.94335619	0.3
SYP	-2.640250747	0.22
CACNA1F	-5.188767342	1
CCDC22	0.776171417	0.8
FOXP3	-4.16912265	0.2
PPP1R3F	1.044779644	0.08
LL0XNC01-7P3.1	-0.880082365	0.44
USP27X-AS1	-3.932818452	0.52
USP27X	-1.49132503	0.05
CLCN5	-1.314605519	0.3
CCNB3	-4.194281503	0.61
SHROOM4	1.723845757	0.6
NUDT10	-4.666622085	0.7
RP11-348F1.2	-3.61280678	0.28
NUDT11	-6.64385619	0.81
GSPT2	1.141629652	0.8
MAGED1	2.987831493	0.31
RP11-22B10.3	0.86525166	0.6
IPO7P1	0.199589241	0.6
EIF4A2P4	-1.27379734	0.28
FAM156A	-3.589994189	0.21
GPR173	-0.738899842	0.15
TSPYL2	1.791094909	0.94
KANTR	0.367240136	0.36
RP11-258C19.7	0.849670702	0.97
KDM5C	1.966868235	0.61
MIR6894	0.095567518	0.89
KDM5C-IT1	-2.557885003	0.37
IQSEC2	-1.065002971	0.68
SMC1A	2.336636086	0.35
RIBC1	-2.726349564	0.51
HSD17B10	3.613421922	0.18
HUWE1	4.619668063	0.55
MIR98	-6.64385619	0.87
RP11-272G22.3	-6.64385619	0.09
PHF8	0.606465827	0.9
FAM120C	0.63487003	0.06
WNK3	-3.185408165	0.92
TSR2	2.673921425	0.12
FGD1	-0.044399063	0.63
GNL3L	2.718457464	0.86
MAGED2	4.346741739	0.65
SNORA11	0.510020731	0.33
TRO	-1.303018916	0.06
PFKFB1	-3.864947144	0.2
APEX2	0.217546484	0.69
ALAS2	-2.082037482	0.61
FAM104B	0.68117628	0.43
MTRNR2L10	-2.019739661	0.51
MAGEH1	1.745323631	0.96
USP51	-0.266341607	0.23
RRAGB	1.76449159	0.88
RP13-188A5.1	-2.001980009	0.2
RP11-54I5.1	-2.718221255	0.43
KLF8	-0.142240324	0.69
UBQLN2	2.737892777	0.77
RP11-431N15.2	-3.401719124	0.32
LINC01420	1.48658268	0.51
SPIN3	-0.003646368	0.1
SPIN2B	-0.59165586	0.48
RP3-323P24.3	-3.311472766	0.94
PPP1R11P2	-1.047443602	0.34
FAAH2	-2.40127109	0.8
MTHFD1P1	-4.220095487	0.48
ZXDB	0.720570237	0.16
NLRP2B	-6.64385619	0.25
ZXDA	-0.216244669	0.16
RP11-3D23.1	-3.920950181	0.2
CBX1P1	-0.00133259	0.34
LINC01278	0.768089322	0.25
SPIN4	-1.018564198	0.04
ARHGEF9	2.037827526	0.74
ARHGEF9-IT1	-0.366511397	0.96
HNRNPDP1	-1.999685899	0.99
RP11-403E24.1	-2.471225529	0.08
AMER1	0.595179076	0.3
ASB12	-1.379122212	0.69
MTMR8	-3.077822808	0.19
RP11-284B18.3	-1.530652502	0.54
ZC4H2	-1.729388544	0.53
CCT4P2	-4.351803438	0.05
ZC3H12B	-3.655482029	0.25
TLE1P1	-2.21847619	0.93
LAS1L	0.92534501	0.04
MSN	4.34769158	0.39
ETF1P3	-4.011313554	0.74
MIR223	-2.806248024	0.94
VSIG4	0.0404101	0.39
HEPH	1.67775459	0.02
EDA2R	-2.235875982	0.6
AR	2.674860737	0.16
RP6-201G10.2	-2.87411219	0.15
OPHN1	0.686444124	0.1
RP11-516A11.1	-1.990099763	0.72
YIPF6	1.647246913	0.69
STARD8	0.981711538	0.92
SERBP1P1	-3.132595781	1
EFNB1	1.70876987	0.1
PJA1	1.523429915	0.6
CYCSP43	-6.64385619	0.68
FAM155B	-0.364454615	0.01
EDA	-0.255750076	0.11
U3	-0.705248546	0.1
IGBP1	3.130718046	0.51
PDZD11	2.53948499	0.78
KIF4A	-3.983029865	0.6
DLG3	0.519002552	0.88
TEX11	-5.163701801	0.37
RPS23P8	4.834477456	0.5
SOCS5P4	-2.30303563	0.85
SNX12	2.317736565	0.98
FOXO4	1.20346739	0.98
IL2RG	-3.067332267	0.82
MED12	2.028922683	0.34
NLGN3	-2.280749758	0.48
ZMYM3	1.398272983	0.08
NONO	3.090021461	0.39
ITGB1BP2	3.625898558	0.95
AL590762.6	-6.64385619	0.43
TAF1	2.066193193	0.59
OGT	4.2355848	0.44
ACRC	-0.753468838	0.03
CXCR3	-6.64385619	0.55
NHSL2	0.026950227	0.26
RGAG4	-1.317005163	0.81
PIN4	0.261016014	0.92
RN7SL388P	-1.45027791	0.88
ERCC6L	-6.64385619	0.81
RPS4X	5.260424215	0.25
HDAC8	0.815393204	0.64
RNU2-68P	-0.639880066	0.29
PHKA1	1.535264484	0.17
NAP1L2	1.345764579	0.64
TOMM20P4	-0.027841403	0.69
MAP2K4P1	-4.888422776	0.32
CHIC1	1.795167236	0.39
TSIX	-6.4260732	0.06
XIST	2.532602914	0.19
JPX	1.260025555	0.68
RP13-216E22.4	1.273811951	0.64
FTX	2.251661694	0.6
RP13-36G14.4	-1.286296064	0.52
RPSAP14	-1.530652502	0.43
RP13-204A15.5	-0.467124491	0.6
DDX3P2	-0.853223112	0.46
MKRN5P	1.722544851	0.12
RP3-368A4.5	2.974422226	0.87
RP3-368A4.6	3.140542075	0.88
MIR421	3.676554509	0.99
MIR374B	2.07033402	0.26
RN7SL648P	3.109209654	0.49
MIR545	-0.787902176	0.39
MIR374A	-6.64385619	0.11
THAP12P1	-4.741317368	0.23
RPS7P14	-6.64385619	0.53
SLC16A2	0.703607856	0.31
PABPC1P3	-1.306367058	0.37
RLIM	3.173947616	0.28
KIAA2022	-3.150279506	0.21
ABCB7	2.794353575	0.49
UPRT	1.978085113	0.42
ZDHHC15	-0.426109354	0.42
BRAFP1	-1.736133453	0.04
TTC3P1	0.389279239	0.74
PBDC1	1.183092127	0.08
LDHBP2	-2.942672812	0.69
MAGEE1	-0.368552867	0.09
MIR325HG	-4.538129623	0.53
FGF16	-3.588456866	0.07
ATRX	3.32642662	0.04
MAGT1	3.592081842	0.19
COX7B	5.566058064	0.65
ATP7A	0.908829521	0.17
RP5-1000K24.2	-2.445468716	0.51
PGK1	4.703142058	0.52
TAF9B	2.941879242	0.21
CYSLTR1	-2.074431552	0.89
UBE2V1P7	-6.64385619	0.93
ZCCHC5	-2.378742021	0.95
LPAR4	-3.875277904	0.94
P2RY10	-6.64385619	0.82
GPR174	-2.700122328	0.62
ITM2A	3.385835991	0.59
TBX22	-6.64385619	0.59
CHMP1B2P	-4.498136045	0.55
BRWD3	0.632220759	0.66
VDAC1P1	-1.763205743	0.52
HMGN5	-1.812495468	0.4
SH3BGRL	2.573940166	0.15
RP11-346E8.1	-3.702473611	0.06
RPS6KA6	-4.45855884	0.49
HDX	-1.814414656	0.81
APOOL	2.817529894	0.53
ZNF711	0.193287949	0.1
POF1B	1.310834911	0.02
CHM	0.968753084	0.9
STIP1P3	-4.406559202	0.62
KLHL4	-2.506985549	0.74
RP3-452M16.1	-6.64385619	0.47
RP13-140E4.1	-0.347406302	0
USP12PX	-3.89797103	0.38
PABPC5-AS1	-6.64385619	0.9
PABPC5	-2.435337087	0.73
PCDH11X	-6.041581721	0.2
RP13-88F20.1	-4.984910352	0.47
NAP1L3	1.28297745	0.34
FAM133A	-2.551274098	0.83
RP5-961K14.1	-2.919937727	0.63
DIAPH2	1.547174706	0.06
RPA4	-1.199487932	0.24
PCDH19	-1.345841733	0.59
TNMD	-4.396708358	0.08
TSPAN6	-0.431052446	0.21
SRPX2	2.003661183	0.52
RP11-524D16__A.3	0.822273392	0.38
SYTL4	-1.080147106	0.17
CSTF2	0.805711197	0.38
TRMT2B	1.284070079	0.61
TMEM35A	-4.901116547	0.45
CENPI	-2.282926118	0.7
DRP2	-4.960907754	0.47
TAF7L	-4.198630678	0.05
TIMM8A	0.347337863	0.07
BTK	-2.817288388	0.65
RPL36A	-2.375984491	0.52
GLA	0.437222242	0.27
HNRNPH2	3.680368279	0.78
ARMCX4	-0.71067991	0.28
RP3-514P16.1	-4.517268202	0.36
ARMCX1	2.847182336	0.75
ARMCX6	0.317589553	0.3
ARMCX3	3.560094085	0.61
RP4-545K15.5	2.315129145	0.46
ARMCX2	2.293346974	0.04
ZMAT1	1.579636549	0.33
TCEAL2	-4.435504536	0.85
BEX5	-3.017231751	0.59
TMSB15A	-6.64385619	0.53
FOXN3P1	-3.449579954	0.92
ARMCX5	0.173732433	0.23
ARMCX5-GPRASP2	0.277124822	0.93
GPRASP1	1.808385772	0.05
BEND7P1	-2.815821947	0.31
GPRASP2	2.151228593	0.82
BHLHB9	0.278267188	0.94
LINC00630	0.044184024	0.69
MTND1P32	-0.240961656	0.69
MTND2P2	-1.12999863	0.96
MTCO1P19	-2.936029254	0.8
MTCO2P19	-1.677253463	0.77
MTATP6P19	-0.619550468	0.84
MTND4P32	-0.748334559	0.05
MTND5P26	-1.127584349	0.44
MTCYBP32	-1.135215136	0.29
LL0XNC01-237H1.2	1.167713139	0.25
RAB40AL	-2.974073901	0.53
BEX1	2.571823677	0.11
NXF3	-4.499086448	0.38
BEX4	3.907136447	0.02
TCEAL8	4.219058723	0.88
TCEAL5	-6.64385619	0.76
BEX2	-1.653695913	0.4
TCEAL7	0.630234779	0.1
TCEAL9	2.9376849	0.72
BEX3	4.535665792	0.33
RP13-349O20.2	-6.64385619	0.31
RAB40A	-2.513136639	0.38
TCEAL4	2.768694786	0.37
GHc-857G6.7	-3.119476731	0.89
TCEAL3	0.279835107	0.31
TCEAL3-AS1	-0.967509972	0.31
TCEAL1	2.191258908	0.83
MORF4L2	4.761482155	0.85
MORF4L2-AS1	-2.693241019	0.47
PLP1	-2.069082136	0.98
RAB9B	3.179006609	0.75
RP11-370B6.1	-6.64385619	0.73
LL0XNC01-116E7.1	-2.452365232	0.55
LL0XNC01-116E7.2	-6.64385619	0.83
LL0XNC01-116E7.4	-6.64385619	0.74
SLC25A53	-0.940014372	0.56
ZCCHC18	-2.713853331	0.31
FAM199X	1.829364445	0.8
IL1RAPL2	-5.099281359	0.12
KCTD9P2	-2.406000143	0.64
NRK	0.996593045	0.87
MUM1L1	1.840075212	0.86
CXorf57	-1.883224694	0.47
RNF128	-6.64385619	0.23
TBC1D8B	-1.887338478	0.63
MORC4	-0.459124119	0.54
RBM41	0.998353236	0.66
NUP62CL	-0.180286373	0.44
RP13-383K5.4	-6.64385619	0.04
FRMPD3	-6.64385619	0.57
PRPS1	2.309880585	0.89
TSC22D3	2.740148517	0.32
MID2	0.188929017	0.22
PSMD10	1.384492626	0.22
ATG4A	2.032571837	0.63
COL4A6	0.382406753	0.22
COL4A5	1.607904928	0.79
NXT2	-0.783282342	0.63
KCNE5	-4.294498572	0.21
ACSL4	3.328439535	0.04
TMEM164	3.323239719	0.72
MIR3978	0.268705498	0.41
AMMECR1	-1.751277221	0.8
RGAG1	-1.767497394	0.23
CHRDL1	-1.964320217	0.03
PAK3	-4.294611027	0.74
CAPN6	-2.624270116	0.63
DCX	-4.893107764	0.61
EIF4BP7	-1.410957371	0
ALG13	1.768460117	0.86
LHFPL1	-6.64385619	0.6
AMOT	0.025298565	0.69
IL13RA2	-4.407958064	0.04
LRCH2	-0.834377829	0.61
SNORA35	0.911355517	0.25
PLS3-AS1	-3.875080169	0.6
PLS3	3.223719617	0.93
DANT2	2.086443209	0
API5P1	-4.323195903	0.59
AGTR2	-4.268974901	0.67
RP11-232D9.2	-6.64385619	0.48
RP1-278D1.2	-3.003434046	0.52
KLHL13	1.1003721	0.83
RP1-169K13.3	-1.732171972	0.6
WDR44	2.194070448	0.23
DOCK11	0.03476315	0.13
IL13RA1	1.773407569	0.51
RP13-128O4.3	-3.903762415	0.44
LINC01285	-3.268696693	0.16
LONRF3	-0.755636611	0.83
KIAA1210	-6.64385619	0.28
PGRMC1	2.2406273	0.2
SLC25A43	-0.667033744	0.57
RP3-404F18.5	-1.224262461	0.43
RNU1-67P	0.567110438	0.23
RN7SL118P	-6.64385619	0.43
SLC25A5-AS1	-2.021999492	0.98
SLC25A5	4.473319017	0.6
CXorf56	1.641649911	0.05
UBE2A	2.724275186	0.37
NKRF	0.450117672	0.21
SEPT6	1.007088846	0.58
SOWAHD	-6.64385619	0.06
RPL39	1.23201704	0.55
UPF3B	-0.198212267	0.99
RNF113A	0.651442787	0.91
NDUFA1	6.913126777	0.05
NKAP	-0.145240512	0.23
RHOXF1-AS1	-3.227998233	0.61
NKAPP1	-0.547680067	0.15
SFR1P1	-1.872589047	0.06
EEF1A1P30	-0.958217636	0.95
ZBTB33	0.913582097	0.75
TMEM255A	-3.784793852	0.64
ATP1B4	-3.343961803	0.27
LAMP2	3.174468675	0.97
CUL4B	2.042765027	0.75
MCTS1	1.283569766	0.25
C1GALT1C1	2.354412001	0.31
PA2G4P1	-3.173864018	0.34
GLUD2	-0.948346816	0.51
HSPA8P1	-3.200968464	0.84
RP13-192B19.2	-3.403269152	0.16
RPL3P12	-2.253048188	0.21
GRIA3	-1.988903754	0
THOC2	2.098926435	0.74
XIAP	2.047800594	0.3
RNU6-122P	-6.64385619	1
RP1-315G1.3	-2.35791663	0.96
STAG2	2.935859296	0.8
SH2D1A	-6.64385619	0.5
TENM1	-1.928852788	0.03
MTCO1P53	-6.64385619	0.32
MTND4LP1	-6.64385619	0.78
MTND4P24	-6.64385619	0.1
PRR32	-6.64385619	0.09
RP1-107N3.1	-3.14051222	0.66
SMARCA1	3.25992202	0.9
OCRL	1.348775592	0.38
APLN	0.526759419	0.44
XPNPEP2	-1.896614246	0.52
SASH3	-4.954327162	0.09
ZDHHC9	0.257336219	0.38
UTP14A	0.655175933	0.09
BCORL1	-0.585416269	0.18
ELF4	-0.213029862	0.45
AIFM1	3.881424822	0.59
RAB33A	-4.108798566	0.32
ZNF280C	-0.097880563	0.94
SLC25A14	0.046288168	0.81
RBMX2	0.927707291	0.74
ENOX2	1.258754904	0.37
IGSF1	-2.464861915	0.92
HDGFP1	-6.64385619	0.88
FIRRE	-3.381642322	0.6
PNKDP1	-1.782785297	0.59
STK26	-1.43529404	0.34
FRMD7	-3.311081884	0.01
RP1-305B16.3	-6.64385619	0.65
RAP2C	2.034809965	0.4
RAP2C-AS1	0.423190925	0.28
MBNL3	-0.68205265	0.09
HS6ST2	-2.677401815	0.76
GPC4	-0.23562096	0.11
GPC3	-1.740254813	0.72
RP3-417G15.1	0.922523309	0.25
PHF6	0.824757841	0.49
HPRT1	1.777332563	0.89
AC004383.3	0.336400379	0.28
MIR503HG	-0.670927856	0.88
LINC00629	-1.075167939	0.31
FAM122B	1.385680481	0.88
FAM122C	-0.752733333	0.4
MOSPD1	2.246856766	0.99
SMIM10	0.764710344	0.96
FAM127C	1.02504291	0.19
FAM127A	5.150373903	0.15
FAM127B	1.422716412	0.68
SMIM10L2B	-0.483179445	0.32
ZNF75D	0.31017149	0.12
ZNF449	1.065443938	0.72
SMIM10L2A	-2.75211699	0.37
INTS6L	-0.033936971	0.08
CT45A11P	-3.102730335	0.97
MMGT1	3.008636509	0.47
SLC9A6	1.403221853	0.34
FHL1	7.4504214	0.42
MAP7D3	1.242643687	0.46
ADGRG4	-5.966772041	0.25
HTATSF1	4.345285923	0.49
LINC00892	-6.64385619	0.98
CD40LG	-6.64385619	0.69
ARHGEF6	3.922554697	0.29
RANP4	1.372478405	0.42
Y_RNA	0.311851391	0.23
RP11-1114A5.4	1.875152588	0.97
RBMX	3.533598353	0.5
RP11-308D16.2	-2.713853331	0.88
SRRM1P3	-3.027417286	0.47
FGF13	-3.693860551	0.22
MCF2	-3.403010957	0.83
ATP11C	0.073989317	0.75
LINC00632	-2.939576924	0.72
CDR1-AS	2.840092274	0.82
RNU6-3P	-0.801213737	0.47
LDOC1	-1.475907406	0.32
MAGEC3	-6.64385619	0.41
SLITRK4	-1.264980114	0.65
RN7SKP189	-0.113806228	0.88
SLITRK2	-4.921056529	0.62
FMR1-AS1	-6.64385619	0.35
FMR1	1.650989201	0.63
FMR1-IT1	-1.466736118	0.67
FTH1P8	-2.972781353	0.88
AFF2	-6.127064162	0.15
IDS	2.296391019	0.65
AF011889.5	-1.644860641	0.06
AF011889.2	-1.087541882	0.25
LINC00893	-0.239501817	0.65
CXorf40A	-0.117985034	0.68
TMEM185A	-0.354742685	0.08
MAGEA11	-6.64385619	0.02
TMEM185AP1	-6.64385619	0.33
CXorf40B	-0.828591297	0.26
LINC00894	-0.301296304	0.03
RP11-49C9.2	-3.027788327	0.46
XRCC6P2	-3.713535717	0.53
MAMLD1	-1.672105859	0.82
MTM1	1.332791339	0.69
MTMR1	0.954175249	0.41
CD99L2	3.177350162	0.12
HMGB3	-0.558110064	0.95
AF013593.1	-2.231952182	0.58
VMA21	1.957338271	0.81
PRRG3	-1.29272421	0.06
FATE1	-6.64385619	0.76
GABRE	1.850667736	0.57
GABRQ	-6.64385619	0.6
CETN2	2.353556116	0.96
NSDHL	1.261805386	0.94
ZNF185	-2.163921295	0.12
PNMA3	-3.748742288	0.07
PNMA6A	-6.64385619	0.59
ZNF275	0.577810358	0.32
ZFP92	-2.852305997	0.25
TREX2	-4.955794455	0.38
HAUS7	-2.767628571	0.79
BGN	3.532324599	0.49
FAM58A	1.654777583	0.93
RP11-66N11.8	-2.614175856	0.91
PNCK	-2.715840621	0.6
SLC6A8	2.531616734	0.29
BCAP31	2.496536392	0.03
ABCD1	0.354488721	0.05
PLXNB3	-3.25545508	0.97
SRPK3	1.679059357	0.04
IDH3G	2.761886844	0.54
SSR4	1.732242023	0.73
PDZD4	-1.010280072	0.79
CYCSP45	-6.64385619	0.76
L1CAM	-2.229731198	0.27
AVPR2	-1.090075771	0.79
ARHGAP4	-1.176252242	0.23
NAA10	0.778138204	0.21
RENBP	-0.975324396	0.17
HCFC1	2.008543467	0.22
TMEM187	-0.880726545	0.85
IRAK1	0.399428277	0.18
MECP2	1.658600661	0.23
TKTL1	0.002575139	0.26
FLNA	4.074956764	0.94
EMD	2.396925583	0.12
RPL10	3.11070217	0.19
XX-FW83563B9.5	-3.791223069	0.37
DNASE1L1	1.708287294	0.24
TAZ	1.200123582	0.32
CH17-340M24.3	0.402287525	0.83
ATP6AP1	2.682883411	0.14
GDI1	2.833292248	0.47
FAM50A	1.850418296	0.14
PLXNA3	-0.846464297	0.03
LAGE3	1.118749127	0.76
UBL4A	2.930977044	0.53
SLC10A3	0.938402264	0.16
FAM3A	1.032510842	0.71
G6PD	-0.787519971	0.94
IKBKG	-1.73388565	0.18
CTAG2	-6.64385619	0.22
GAB3	2.784074279	0.63
DKC1	1.490163041	0.2
MPP1	1.522248482	0.6
SMIM9	-1.964320217	0.66
F8	3.47147482	0.7
F8A1	-1.331221158	0.39
CTD-2183H9.7	-1.108933317	0.31
EEF1A1P31	-2.162416961	0.94
CTD-2183H9.3	-1.290178715	0.11
FUNDC2	2.271983714	0.38
MTCP1	-2.931580317	0.59
BRCC3	1.393201145	0.17
VBP1	3.53361735	0.92
RAB39B	-4.492412721	0.56
CLIC2	0.737298946	0.21
RP13-228J13.6	-2.380118596	0.16
RP13-228J13.1	-6.64385619	0.73
TMLHE	1.958514554	0.44
SPRY3	-1.654160774	0.98
VAMP7	2.26481509	0.85
WASH6P	-2.190744892	0.77
RPL23AP53	0.38680932	0.62
ZNF596	-0.868296577	0.68
RP5-855D21.3	-1.216103297	0.69
RP5-855D21.1	0.306551196	0.33
RP5-855D21.2	-1.021308076	0.32
FBXO25	1.154087402	0.39
RP11-91J19.3	-2.31089413	0.39
RP11-91J19.2	-2.87932944	0.78
TDRP	-1.226083504	0.71
ERICH1	-0.610108731	0.79
DLGAP2	-6.64385619	0.51
CLN8	0.11313802	0.61
CTD-2336O2.1	0.312933491	0.21
ARHGEF10	-1.510349449	0.37
KBTBD11-OT1	-3.572967896	0.84
KBTBD11	0.226406519	0.16
RP11-439C15.5	-0.027431002	0.35
MYOM2	7.53902942	0.48
MIR7160	4.46303379	0.11
RP11-134O21.1	-6.64385619	0.2
GS1-57L11.1	-6.64385619	0.76
CSMD1	-5.925674306	0.06
RP11-115C21.2	-2.518626523	0.88
MCPH1	0.817964708	0.52
ANGPT2	-1.76135549	0.31
CTD-2541M15.3	-4.386038144	0.31
MCPH1-AS1	-5.068180231	0.82
AGPAT5	-0.05412352	1
XKR5	-6.64385619	0.06
DEFA4	-6.64385619	0.31
DEFA3	-6.64385619	0.8
FAM66B	-2.69380691	0.33
FAM85B	-6.64385619	0.7
FAM86B3P	-3.796977174	0.41
ALG1L13P	-4.273811838	0.25
SGK223	-0.594973734	0.35
RN7SL178P	-6.64385619	0.28
CLDN23	-3.929441035	0.21
MFHAS1	1.144155818	0.65
RPL10P19	-2.189671135	0.86
ERI1	-0.281669562	0.55
PPP1R3B	2.880428835	0.01
RP11-10A14.4	0.031566564	0.41
RP11-10A14.9	-2.146480759	0.25
RP11-10A14.5	-6.64385619	0.22
TNKS	2.135826502	0.92
RP11-1E4.1	-3.756047942	0.84
MSRA	0.516659982	0.05
RP11-981G7.1	-1.187691231	0.81
LINCR-0001	-1.044852137	0.56
RP11-981G7.6	-1.711512918	0.45
RP1L1	-4.507407456	0.35
SOX7	0.648114981	0.94
PINX1	-0.472793545	0.69
RP11-177H2.1	-4.442265716	0.38
XKR6	-1.795949342	0.73
AF131215.6	-2.33033595	0.15
AF131215.9	-0.864521517	0.66
AF131215.2	-0.083941897	0.72
AF131215.3	-1.231564595	0.68
AF131215.4	-0.713571766	0.02
AF131216.1	-6.64385619	0.31
MTMR9	2.169509858	0.81
SLC35G5	-4.166885259	0.36
AF131216.5	-3.061331275	0.9
FAM167A-AS1	-1.92774931	0.93
FAM167A	-4.443387806	0.22
LINC00208	-6.64385619	0.76
GATA4	3.422800671	0.04
C8orf49	0.269795574	0.47
NEIL2	0.775949411	0
FDFT1	2.321123768	0.74
CTSB	4.283286923	0.35
RP11-589N15.2	1.19630851	0.95
FAM66D	-3.723125296	0.81
AC145124.2	-6.64385619	0.74
